### Query	Predictor	RCSB Code	Chain	RMSD	nAlign	GDT

### ECU01_0010
ECU07_0110-m1	ALPHAFOLD	3IC7	A	2.58	69	0.410
ECU07_0110-m1	ALPHAFOLD	2KQ6	A	2.78	67	0.413
ECU07_0110-m1	ALPHAFOLD	3TQN	B	2.57	61	0.342

### ECU07_0120
ECU07_0120-m1	RAPTORX	4UOS	A	2.99	105	0.316
ECU07_0120-m1	RAPTORX	2RDO	8	2.41	97	0.347
ECU07_0120-m1	RAPTORX	1ZN0	A	2.60	100	0.343
ECU07_0120-m1	RAPTORX	1EK8	A	2.58	99	0.339
ECU07_0120-m1	RAPTORX	1T1M	C	2.72	100	0.344
ECU07_0120-m1	ALPHAFOLD	4PAC	A	3.36	84	0.310

### ECU07_0130
ECU07_0130-m1	ALPHAFOLD	4BE6	A	3.16	124	0.316
ECU07_0130-m1	ALPHAFOLD	4BE6	A			
ECU07_0130-m1	ALPHAFOLD	4KKR	A	3.34	125	0.317
ECU07_0130-m1	ALPHAFOLD	4KKR	A			
ECU07_0130-m1	ALPHAFOLD	4KKQ	A	3.31	126	0.317
ECU07_0130-m1	ALPHAFOLD	4KKQ	A			
ECU07_0130-m1	ALPHAFOLD	4KKQ	B	3.32	127	0.310
ECU07_0130-m1	ALPHAFOLD	4KKQ	B			
ECU07_0130-m1	ALPHAFOLD	5CL2	B	3.15	125	0.304
ECU07_0130-m1	RAPTORX	5CL2	B	2.94	117	0.271

### ECU07_0140
ECU07_0140-m1	RAPTORX	5T8V	A	2.44	1102	0.539
ECU07_0140-m1	RAPTORX	5ME3	A	3.01	607	0.360
ECU07_0140-m1	RAPTORX	5ME3	B	3.03	593	0.349
ECU07_0140-m1	RAPTORX	6QJ4	A	3.53	536	0.285

### ECU07_0150
ECU07_0150-m1	RAPTORX	6G6M	A	1.48	281	0.779
ECU07_0150-m1	RAPTORX	6G6N	C	1.53	281	0.760
ECU07_0150-m1	RAPTORX	6G6N	B	1.53	281	0.762
ECU07_0150-m1	RAPTORX	6G6N	A	1.52	281	0.761
ECU07_0150-m1	RAPTORX	5NNZ	B	1.76	286	0.724
ECU07_0150-m1	ALPHAFOLD	5OA1	V	2.00	268	0.678
ECU07_0150-m1	ALPHAFOLD	4JXM	A	2.18	291	0.659
ECU07_0150-m1	ALPHAFOLD	3OW8	A	2.08	269	0.623
ECU07_0150-m1	ALPHAFOLD	3OW8	B	2.07	268	0.624
ECU07_0150-m1	ALPHAFOLD	4J84	B	2.17	270	0.628

### ECU07_0160
ECU07_0160-m1	RAPTORX	3U7H	B	1.80	312	0.734
ECU07_0160-m1	RAPTORX	3U7E	B	1.79	313	0.718
ECU07_0160-m1	RAPTORX	3U7F	B	1.80	312	0.715
ECU07_0160-m1	RAPTORX	3ZVL	A	1.81	317	0.728
ECU07_0160-m1	RAPTORX	1YJ5	A	1.75	311	0.755
ECU07_0160-m1	ALPHAFOLD	3ZVN	A	2.71	310	0.605
ECU07_0160-m1	ALPHAFOLD	1YJ5	B	2.65	308	0.597
ECU07_0160-m1	ALPHAFOLD	3ZVL	A	2.84	316	0.613
ECU07_0160-m1	ALPHAFOLD	3U7H	B	2.74	307	0.595
ECU07_0160-m1	ALPHAFOLD	3ZVM	B	2.68	310	0.594

### ECU07_0170
ECU07_0170-m1	ALPHAFOLD	4UQ8	W	2.66	60	0.556
ECU07_0170-m1	ALPHAFOLD	5LUF	W	2.66	60	0.556
ECU07_0170-m1	ALPHAFOLD	6ODD	B	2.94	59	0.544
ECU07_0170-m1	RAPTORX	5CTD	B	3.57	64	0.465
ECU07_0170-m1	ALPHAFOLD	5USR	F	3.07	60	0.467
ECU07_0170-m1	ALPHAFOLD	5GRQ	B	2.77	60	0.444
ECU07_0170-m1	RAPTORX	1Q0V	A	3.80	71	0.402
ECU07_0170-m1	RAPTORX	4LHX	D	1.90	38	0.437
ECU07_0170-m1	RAPTORX	5DJN	C	2.33	45	0.426
ECU07_0170-m1	RAPTORX	4LHZ	D	2.30	40	0.419

### ECU07_0180
ECU07_0180-m1	RAPTORX	4JOB	A	1.04	321	0.825
ECU07_0180-m1	RAPTORX	4JOB	A			
ECU07_0180-m1	RAPTORX	4JOC	A	1.20	319	0.826
ECU07_0180-m1	RAPTORX	4JOC	A			
ECU07_0180-m1	RAPTORX	4JOD	A	1.11	321	0.803
ECU07_0180-m1	RAPTORX	4JOD	A			
ECU07_0180-m1	RAPTORX	1ND6	D	1.95	290	0.650
ECU07_0180-m1	RAPTORX	1ND6	D			
ECU07_0180-m1	RAPTORX	2HPA	C	1.90	289	0.645
ECU07_0180-m1	RAPTORX	2HPA	C			
ECU07_0180-m1	ALPHAFOLD	3IT0	A	2.11	278	0.645
ECU07_0180-m1	ALPHAFOLD	4E3W	A	2.14	278	0.641
ECU07_0180-m1	ALPHAFOLD	3IT0	B	2.11	278	0.645
ECU07_0180-m1	ALPHAFOLD	3IT1	A	2.12	278	0.646
ECU07_0180-m1	ALPHAFOLD	4E3W	B	2.14	278	0.643

### ECU07_0190
ECU07_0190-m1	RAPTORX	6EPC	M	2.01	361	0.790
ECU07_0190-m1	ALPHAFOLD	5VFR	E	1.93	329	0.639
ECU07_0190-m1	ALPHAFOLD	5M32	g	1.87	320	0.685
ECU07_0190-m1	ALPHAFOLD	5MP9	M	1.85	325	0.670
ECU07_0190-m1	ALPHAFOLD	5M32	f	2.10	322	0.682
ECU07_0190-m1	ALPHAFOLD	5GJQ	M	1.92	324	0.665
ECU07_0190-m1	RAPTORX	5M32	g	2.56	336	0.603
ECU07_0190-m1	RAPTORX	6EPF	M	2.45	356	0.607
ECU07_0190-m1	RAPTORX	5GJQ	M	2.71	348	0.582
ECU07_0190-m1	RAPTORX	5M32	f	2.28	313	0.601

### ECU07_0200
ECU07_0200-m1	RAPTORX	4GOP	Z	2.79	292	0.491
ECU07_0200-m1	RAPTORX	4GNX	Z	2.87	300	0.495
ECU07_0200-m1	RAPTORX	4GOP	C	2.95	300	0.465
ECU07_0200-m1	RAPTORX	4GNX	C	2.38	274	0.486

### ECU07_0210
ECU07_0210-m1	ALPHAFOLD	2DO4	A	2.00	87	0.462
ECU07_0210-m1	ALPHAFOLD	2CQB	A	1.98	87	0.479
ECU07_0210-m1	ALPHAFOLD	2DNG	A	2.19	92	0.481
ECU07_0210-m1	RAPTORX	2CQB	A	1.92	83	0.462
ECU07_0210-m1	RAPTORX	2CQI	A	2.21	91	0.460
ECU07_0210-m1	ALPHAFOLD	2RU3	A	2.59	90	0.427
ECU07_0210-m1	RAPTORX	2RU3	A	2.44	86	0.439
ECU07_0210-m1	ALPHAFOLD	1P1T	A	2.77	103	0.463
ECU07_0210-m1	RAPTORX	6FF7	N	1.89	73	0.569
ECU07_0210-m1	RAPTORX	2F9J	B	1.73	77	0.539

### ECU07_0220
ECU07_0220-m1	ALPHAFOLD	6GYM	W	2.22	181	0.482
ECU07_0220-m1	ALPHAFOLD	5OQM	W	2.26	180	0.513
ECU07_0220-m1	ALPHAFOLD	5OQJ	W	2.26	180	0.513
ECU07_0220-m1	ALPHAFOLD	7O73	W	2.06	183	0.514
ECU07_0220-m1	ALPHAFOLD	7O4L	W	2.09	182	0.518
ECU07_0220-m1	RAPTORX	5OQM	W	1.61	140	0.464
ECU07_0220-m1	RAPTORX	5OQJ	W	1.61	140	0.464
ECU07_0220-m1	RAPTORX	6GYM	W	1.72	140	0.431

### ECU07_0230
ECU07_0230-m1	RAPTORX	5ZWO	1	2.20	662	0.595
ECU07_0230-m1	RAPTORX	6G90	O	2.20	663	0.611
ECU07_0230-m1	RAPTORX	5LQW	Q	2.52	644	0.526
ECU07_0230-m1	RAPTORX	6FF4	u	2.35	649	0.540
ECU07_0230-m1	RAPTORX	5O9Z	v	2.63	644	0.506
ECU07_0230-m1	ALPHAFOLD	6ZZ6	D	3.81	526	0.312
ECU07_0230-m1	ALPHAFOLD	6YVV	D	4.10	451	0.256
ECU07_0230-m1	ALPHAFOLD	6QJ4	A	3.76	399	0.241
ECU07_0230-m1	ALPHAFOLD	6YVU	D	4.10	465	0.260
ECU07_0230-m1	ALPHAFOLD	6QJ3	A	4.00	444	0.256

### ECU07_0240
ECU07_0240-m1	ALPHAFOLD	6ZKL	V	1.80	109	0.698
ECU07_0240-m1	ALPHAFOLD	6ZKD	V	1.83	109	0.694
ECU07_0240-m1	ALPHAFOLD	6ZKH	V	1.85	109	0.696
ECU07_0240-m1	ALPHAFOLD	6ZKI	V	1.99	110	0.690
ECU07_0240-m1	ALPHAFOLD	6ZKK	V	1.99	110	0.690
ECU07_0240-m1	RAPTORX	5NL1	D	2.75	95	0.458
ECU07_0240-m1	RAPTORX	5NL1	F	2.74	95	0.456
ECU07_0240-m1	RAPTORX	5NL1	E	2.80	96	0.462
ECU07_0240-m1	RAPTORX	5NL1	B	3.11	95	0.417
ECU07_0240-m1	RAPTORX	1OED	B	3.03	90	0.433

### ECU07_0250
ECU07_0250-m1	RAPTORX	4M8B	R	0.97	162	0.845
ECU07_0250-m1	ALPHAFOLD	4M8B	R	2.14	133	0.590
ECU07_0250-m1	ALPHAFOLD	7K82	A	2.91	98	0.328
ECU07_0250-m1	ALPHAFOLD	7K7W	A	2.81	97	0.332

### ECU07_0260
ECU07_0260-m1	RAPTORX	3GB8	A	2.49	530	0.492
ECU07_0260-m1	RAPTORX	5DHA	C	2.39	524	0.484
ECU07_0260-m1	RAPTORX	5DH9	C	2.44	523	0.482
ECU07_0260-m1	RAPTORX	5DHF	C	2.43	522	0.483
ECU07_0260-m1	RAPTORX	5UWO	C	2.46	525	0.481
ECU07_0260-m1	ALPHAFOLD	5B86	A	3.86	328	0.277
ECU07_0260-m1	ALPHAFOLD	2B7M	B	3.71	320	0.329
ECU07_0260-m1	ALPHAFOLD	2B1E	A	3.59	325	0.308
ECU07_0260-m1	ALPHAFOLD	5B86	B	3.88	330	0.281
ECU07_0260-m1	ALPHAFOLD	2PFV	A	3.52	320	0.303

### ECU07_0270
ECU07_0270-m1	RAPTORX	2IJE	S	1.95	192	0.641
ECU07_0270-m1	RAPTORX	3QXL	B	2.05	198	0.603
ECU07_0270-m1	RAPTORX	3QXL	A	1.92	194	0.601
ECU07_0270-m1	ALPHAFOLD	3QXL	B	2.32	199	0.594
ECU07_0270-m1	ALPHAFOLD	3QXL	A	2.36	199	0.578
ECU07_0270-m1	RAPTORX	6AXG	G	1.83	205	0.566
ECU07_0270-m1	RAPTORX	6AXG	K	1.77	207	0.579
ECU07_0270-m1	ALPHAFOLD	2IJE	S	2.37	187	0.568
ECU07_0270-m1	ALPHAFOLD	6AXG	G	2.30	190	0.482
ECU07_0270-m1	ALPHAFOLD	6AXG	E	2.38	195	0.483

### ECU07_0280
ECU07_0280-m1	RAPTORX	6G6M	A	1.61	270	0.750
ECU07_0280-m1	RAPTORX	6G6N	A	1.67	270	0.735
ECU07_0280-m1	RAPTORX	6G6N	B	1.67	270	0.737
ECU07_0280-m1	ALPHAFOLD	4YVD	A	1.80	263	0.721
ECU07_0280-m1	ALPHAFOLD	6W5M	B	1.76	262	0.703
ECU07_0280-m1	ALPHAFOLD	6W5I	B	1.79	265	0.707
ECU07_0280-m1	ALPHAFOLD	6PWV	B	1.79	265	0.707
ECU07_0280-m1	ALPHAFOLD	6W5N	B	1.79	265	0.707
ECU07_0280-m1	RAPTORX	6G6N	C	1.68	270	0.737
ECU07_0280-m1	RAPTORX	5NAF	D	1.56	265	0.758

### ECU07_0300
ECU07_0300-m1	RAPTORX	2PMI	B	1.03	144	0.650
ECU07_0300-m1	RAPTORX	2PMI	D	1.06	145	0.642
ECU07_0300-m1	RAPTORX	2PK9	B	1.02	144	0.645
ECU07_0300-m1	RAPTORX	2PK9	D	1.03	145	0.631
ECU07_0300-m1	RAPTORX	4KRC	B	2.45	129	0.511
ECU07_0300-m1	ALPHAFOLD	2PK9	B	2.31	138	0.432
ECU07_0300-m1	ALPHAFOLD	2PMI	B	2.19	135	0.430
ECU07_0300-m1	ALPHAFOLD	2PMI	D	2.19	135	0.424
ECU07_0300-m1	ALPHAFOLD	2PK9	D	2.27	136	0.419
ECU07_0300-m1	ALPHAFOLD	4KRC	B	2.72	127	0.447

### ECU07_0310
ECU07_0310-m1	RAPTORX	4HZK	A	1.77	662	0.687
ECU07_0310-m1	RAPTORX	4HZK	B	1.85	664	0.665
ECU07_0310-m1	RAPTORX	3VYC	A	2.58	588	0.537
ECU07_0310-m1	RAPTORX	3GB8	A	2.59	576	0.511
ECU07_0310-m1	RAPTORX	5YRO	C	2.58	572	0.523
ECU07_0310-m1	ALPHAFOLD	5TOO	A	2.45	250	0.341
ECU07_0310-m1	ALPHAFOLD	2VQR	A	3.11	276	0.330
ECU07_0310-m1	ALPHAFOLD	2W8S	D	3.13	276	0.327
ECU07_0310-m1	ALPHAFOLD	2W8S	B	3.09	275	0.333
ECU07_0310-m1	ALPHAFOLD	2W8S	A	3.13	276	0.333

### ECU07_0320
ECU07_0320-m1	RAPTORX	3A4T	A	1.41	238	0.797
ECU07_0320-m1	RAPTORX	3A4T	B	1.39	234	0.800
ECU07_0320-m1	ALPHAFOLD	3A4T	B	1.62	237	0.803
ECU07_0320-m1	ALPHAFOLD	3A4T	A	1.69	241	0.785
ECU07_0320-m1	ALPHAFOLD	2B9E	A	1.51	243	0.759
ECU07_0320-m1	RAPTORX	3AJD	A	1.48	227	0.762
ECU07_0320-m1	RAPTORX	2B9E	A	1.68	242	0.730
ECU07_0320-m1	RAPTORX	6EM5	q	2.19	275	0.659
ECU07_0320-m1	ALPHAFOLD	3AJD	A	1.72	230	0.746
ECU07_0320-m1	ALPHAFOLD	1IXK	A	1.99	251	0.678

### ECU07_0340
ECU07_0340-m1	RAPTORX	4P6Q	A	2.00	182	0.531

### ECU07_0350
ECU07_0350-m1	RAPTORX	5MZ6	1	3.14	603	0.446
ECU07_0350-m1	ALPHAFOLD	5MZ6	1	2.98	479	0.362

### ECU07_0355
ECU07_0355-m1	RAPTORX	1N91	A	0.36	100	0.990
ECU07_0355-m1	ALPHAFOLD	1N91	A	2.08	97	0.743
ECU07_0355-m1	RAPTORX	1YH5	A	2.13	100	0.738
ECU07_0355-m1	ALPHAFOLD	1YH5	A	2.17	97	0.730
ECU07_0355-m1	ALPHAFOLD	1JRM	A	2.64	82	0.527
ECU07_0355-m1	RAPTORX	1JRM	A	2.84	79	0.477
ECU07_0355-m1	ALPHAFOLD	2WWB	K	2.24	63	0.509
ECU07_0355-m1	ALPHAFOLD	2WW9	K	2.27	63	0.506
ECU07_0355-m1	RAPTORX	5TZS	F	2.28	61	0.489
ECU07_0355-m1	RAPTORX	2WW9	K	2.40	59	0.470

### ECU07_0360
ECU07_0360-m1	RAPTORX	5LXM	A	1.15	262	0.891
ECU07_0360-m1	ALPHAFOLD	3E5A	A	1.33	260	0.895
ECU07_0360-m1	ALPHAFOLD	4ZS0	A	1.25	256	0.882
ECU07_0360-m1	ALPHAFOLD	3HA6	A	1.48	262	0.881
ECU07_0360-m1	ALPHAFOLD	5G1X	A	1.41	260	0.866
ECU07_0360-m1	RAPTORX	5DRD	A	1.38	258	0.872
ECU07_0360-m1	ALPHAFOLD	4ZTS	A	1.14	247	0.890
ECU07_0360-m1	RAPTORX	5OS2	A	1.38	258	0.857
ECU07_0360-m1	RAPTORX	5VIB	A	0.87	267	0.932
ECU07_0360-m1	RAPTORX	5AAD	A	1.24	251	0.887

### ECU07_0370
ECU07_0370-m1	RAPTORX	3KN1	A	0.93	209	0.838
ECU07_0370-m1	RAPTORX	2ZIH	C	1.93	210	0.738
ECU07_0370-m1	RAPTORX	2ZII	C	1.95	210	0.732
ECU07_0370-m1	ALPHAFOLD	3KN1	A	2.38	203	0.626
ECU07_0370-m1	RAPTORX	2ZIH	A	1.95	209	0.724
ECU07_0370-m1	RAPTORX	2ZII	A	1.95	209	0.725
ECU07_0370-m1	ALPHAFOLD	4TU3	A	1.95	191	0.622
ECU07_0370-m1	ALPHAFOLD	2ZIH	C	2.22	199	0.626
ECU07_0370-m1	ALPHAFOLD	2ZII	C	2.18	198	0.615
ECU07_0370-m1	ALPHAFOLD	2ZIH	D	2.13	198	0.625

### ECU07_0380
ECU07_0380-m1	ALPHAFOLD	5Z9X	A	2.23	176	0.464
ECU07_0380-m1	RAPTORX	5Z9X	A	1.09	149	0.495
ECU07_0380-m1	ALPHAFOLD	4L8R	B	2.87	157	0.392
ECU07_0380-m1	ALPHAFOLD	4QOZ	B	2.95	163	0.385
ECU07_0380-m1	ALPHAFOLD	4QOZ	E	2.79	160	0.379
ECU07_0380-m1	ALPHAFOLD	4L8R	E	2.88	156	0.389
ECU07_0380-m1	RAPTORX	1UOC	A	2.56	148	0.390
ECU07_0380-m1	RAPTORX	4B8C	C	2.69	151	0.384
ECU07_0380-m1	RAPTORX	4B8C	A	2.69	151	0.384
ECU07_0380-m1	RAPTORX	4B8C	E	2.70	151	0.382

### ECU07_0390
ECU07_0390-m1	ALPHAFOLD	6WG3	B	2.81	360	0.307

### ECU07_0400
ECU07_0400-m1	RAPTORX	2ZVF	F	1.51	89	0.495
ECU07_0400-m1	RAPTORX	6NLY	B	2.25	90	0.326
ECU07_0400-m1	RAPTORX	6NLY	D	2.29	88	0.317
ECU07_0400-m1	RAPTORX	6NLY	A	2.59	88	0.315
ECU07_0400-m1	RAPTORX	6NLY	C	2.40	87	0.318

### ECU07_0410
ECU07_0410-m1	RAPTORX	5L8W	A	1.19	278	0.857
ECU07_0410-m1	RAPTORX	5L8H	A	1.30	274	0.840
ECU07_0410-m1	RAPTORX	5CVM	A	1.32	272	0.836
ECU07_0410-m1	RAPTORX	5CVO	E	1.32	279	0.847
ECU07_0410-m1	RAPTORX	5CVN	B	1.34	279	0.847
ECU07_0410-m1	ALPHAFOLD	2HD5	A	1.93	273	0.724
ECU07_0410-m1	ALPHAFOLD	5CVM	A	1.87	267	0.716
ECU07_0410-m1	ALPHAFOLD	5L8H	A	1.92	269	0.714
ECU07_0410-m1	ALPHAFOLD	2Y5B	A	2.09	275	0.716
ECU07_0410-m1	ALPHAFOLD	3I3T	A	2.05	270	0.685

### ECU07_0420
ECU07_0420-m1	RAPTORX	2P01	A	2.74	180	0.423
ECU07_0420-m1	RAPTORX	3Q7L	B	2.96	114	0.333
ECU07_0420-m1	RAPTORX	3QMK	A	3.07	114	0.323
ECU07_0420-m1	RAPTORX	3Q7L	A	2.97	113	0.324
ECU07_0420-m1	RAPTORX	4ONS	C	2.60	84	0.276

### ECU07_0430
ECU07_0430-m1	RAPTORX	5Z68	A	2.66	188	0.464
ECU07_0430-m1	RAPTORX	5Z68	B	2.47	182	0.463
ECU07_0430-m1	RAPTORX	5Z68	D	2.63	181	0.447
ECU07_0430-m1	RAPTORX	5Z69	A	2.64	184	0.449
ECU07_0430-m1	RAPTORX	5Z67	A	2.65	185	0.429
ECU07_0430-m1	ALPHAFOLD	4P0S	F	3.61	183	0.336
ECU07_0430-m1	ALPHAFOLD	4P0S	H	3.42	175	0.337
ECU07_0430-m1	ALPHAFOLD	4P0S	D	3.39	176	0.331
ECU07_0430-m1	ALPHAFOLD	4P0Q	B	3.52	179	0.349
ECU07_0430-m1	ALPHAFOLD	4P0S	B	3.46	178	0.328

### ECU07_0440
ECU07_0440-m1	RAPTORX	1IYJ	D	1.93	283	0.453
ECU07_0440-m1	RAPTORX	1IYJ	B	1.91	280	0.445
ECU07_0440-m1	RAPTORX	1MJE	A	2.04	286	0.463
ECU07_0440-m1	RAPTORX	1MIU	A	2.12	288	0.449
ECU07_0440-m1	ALPHAFOLD	1IYJ	B	2.61	272	0.352
ECU07_0440-m1	ALPHAFOLD	1IYJ	D	2.70	273	0.352
ECU07_0440-m1	ALPHAFOLD	1MJE	A	2.78	273	0.351

### ECU07_0450
ECU07_0450-m1	RAPTORX	6MGV	A	1.85	582	0.766
ECU07_0450-m1	RAPTORX	6MGV	B	1.85	582	0.766
ECU07_0450-m1	RAPTORX	6MGW	B	1.89	584	0.756
ECU07_0450-m1	RAPTORX	6MGW	A	1.89	584	0.756
ECU07_0450-m1	RAPTORX	6IJZ	A	2.14	598	0.686
ECU07_0450-m1	ALPHAFOLD	6MGW	A	2.39	548	0.591
ECU07_0450-m1	ALPHAFOLD	6MGW	B	2.39	548	0.591
ECU07_0450-m1	ALPHAFOLD	6MGV	B	2.39	548	0.597
ECU07_0450-m1	ALPHAFOLD	6MGV	A	2.39	548	0.597
ECU07_0450-m1	ALPHAFOLD	6IJZ	A	2.55	579	0.564

### ECU07_0455
ECU07_0455-m1	ALPHAFOLD	7NRN	A	2.91	71	0.464
ECU07_0455-m1	ALPHAFOLD	5V6H	G	2.78	59	0.483
ECU07_0455-m1	ALPHAFOLD	5V6H	C	2.71	59	0.483
ECU07_0455-m1	ALPHAFOLD	1WUD	A	2.96	54	0.406
ECU07_0455-m1	ALPHAFOLD	3BS7	A	2.53	56	0.503
ECU07_0455-m1	RAPTORX	6FDE	A	2.94	54	0.452
ECU07_0455-m1	RAPTORX	5LBM	A	2.63	56	0.430
ECU07_0455-m1	RAPTORX	5LBM	B	2.56	56	0.430
ECU07_0455-m1	RAPTORX	5H77	F	2.92	59	0.411
ECU07_0455-m1	RAPTORX	5H77	G	2.84	57	0.453

### ECU07_0460
ECU07_0460-m1	RAPTORX	5EWR	A	0.24	117	0.973
ECU07_0460-m1	RAPTORX	5GAN	K	0.91	119	0.944
ECU07_0460-m1	RAPTORX	5GAP	K	0.92	119	0.946
ECU07_0460-m1	RAPTORX	3SIU	A	1.01	120	0.923
ECU07_0460-m1	RAPTORX	6AH0	M	1.03	120	0.923
ECU07_0460-m1	ALPHAFOLD	4NUT	A	1.51	112	0.848
ECU07_0460-m1	ALPHAFOLD	2AIF	A	1.74	111	0.841
ECU07_0460-m1	ALPHAFOLD	3O85	A	1.57	111	0.827
ECU07_0460-m1	ALPHAFOLD	1E7K	B	1.65	113	0.838
ECU07_0460-m1	ALPHAFOLD	3O85	B	1.56	111	0.827

### ECU07_0470
ECU07_0470-m1	RAPTORX	3UEB	F	2.82	63	0.407
ECU07_0470-m1	RAPTORX	3UEB	C	2.89	70	0.398
ECU07_0470-m1	RAPTORX	1S12	D	2.70	64	0.445
ECU07_0470-m1	RAPTORX	1S12	C	2.73	64	0.448
ECU07_0470-m1	RAPTORX	2G0I	A	2.72	64	0.396
ECU07_0470-m1	ALPHAFOLD	1JWE	A	3.30	86	0.398
ECU07_0470-m1	ALPHAFOLD	2R5U	B	2.93	75	0.350
ECU07_0470-m1	ALPHAFOLD	4P9O	D	3.35	59	0.371
ECU07_0470-m1	ALPHAFOLD	3GXV	A	2.67	66	0.336
ECU07_0470-m1	ALPHAFOLD	1UB9	A	2.97	61	0.370

### ECU07_0480
ECU07_0480-m1	RAPTORX	6NOD	B	2.11	178	0.358
ECU07_0480-m1	RAPTORX	6NOD	C	2.12	178	0.359
ECU07_0480-m1	RAPTORX	6NOD	A	2.09	177	0.358
ECU07_0480-m1	RAPTORX	1IB2	A	2.50	173	0.359
ECU07_0480-m1	RAPTORX	3H3D	Y	2.40	170	0.356
ECU07_0480-m1	ALPHAFOLD	4DZS	B	2.24	162	0.375
ECU07_0480-m1	ALPHAFOLD	3BX2	B	2.14	161	0.370
ECU07_0480-m1	ALPHAFOLD	3BX3	A	2.27	160	0.357
ECU07_0480-m1	ALPHAFOLD	4DZS	A	2.21	160	0.364
ECU07_0480-m1	ALPHAFOLD	3BX2	A	2.20	162	0.359

### ECU07_0490
ECU07_0490-m1	RAPTORX	4R7Y	A	1.40	498	0.806
ECU07_0490-m1	RAPTORX	4R7Y	B	1.43	500	0.808
ECU07_0490-m1	ALPHAFOLD	6WGI	6	2.43	466	0.571
ECU07_0490-m1	ALPHAFOLD	6WGF	7	2.47	461	0.554
ECU07_0490-m1	ALPHAFOLD	5V8F	2	2.33	463	0.587
ECU07_0490-m1	ALPHAFOLD	3F8T	A	2.31	392	0.608
ECU07_0490-m1	ALPHAFOLD	6WGI	2	2.41	444	0.546
ECU07_0490-m1	RAPTORX	5XF8	3	2.85	414	0.461
ECU07_0490-m1	RAPTORX	4FDG	E	3.13	413	0.448

### ECU07_0500
ECU07_0500-m1	ALPHAFOLD	6N63	A	2.52	116	0.509
ECU07_0500-m1	ALPHAFOLD	1U89	A	2.65	141	0.484
ECU07_0500-m1	ALPHAFOLD	2ETD	A	2.38	100	0.529
ECU07_0500-m1	ALPHAFOLD	5VJU	A	2.50	130	0.451
ECU07_0500-m1	ALPHAFOLD	2XQR	H	2.69	115	0.483
ECU07_0500-m1	RAPTORX	4ONR	A	3.22	105	0.383
ECU07_0500-m1	RAPTORX	5NL1	F	2.63	94	0.401
ECU07_0500-m1	RAPTORX	5NL1	E	2.66	94	0.407
ECU07_0500-m1	RAPTORX	5NL1	C	2.62	94	0.404
ECU07_0500-m1	RAPTORX	5NL1	D	2.66	94	0.411

### ECU07_0510
ECU07_0510-m1	RAPTORX	4BWR	A	2.00	354	0.678
ECU07_0510-m1	RAPTORX	6DEH	B	1.95	270	0.632
ECU07_0510-m1	RAPTORX	6DEH	A	2.16	268	0.605
ECU07_0510-m1	RAPTORX	6VBU	4	3.19	307	0.442
ECU07_0510-m1	RAPTORX	6VBV	4	3.21	305	0.436
ECU07_0510-m1	ALPHAFOLD	6DEH	A	2.80	245	0.492
ECU07_0510-m1	ALPHAFOLD	6DEH	B	2.87	253	0.472
ECU07_0510-m1	ALPHAFOLD	6ONW	A	2.44	227	0.481
ECU07_0510-m1	ALPHAFOLD	6ONW	B	2.88	221	0.419
ECU07_0510-m1	ALPHAFOLD	4BWR	A	2.87	256	0.419

### ECU07_0520
ECU07_0520-m1	RAPTORX	6C0T	A	0.59	291	0.894
ECU07_0520-m1	RAPTORX	6BG2	B	0.86	291	0.876
ECU07_0520-m1	RAPTORX	6BDL	B	0.73	290	0.870
ECU07_0520-m1	RAPTORX	6BG2	C	0.81	291	0.882
ECU07_0520-m1	RAPTORX	6BDL	A	0.86	291	0.868
ECU07_0520-m1	ALPHAFOLD	3H9O	A	1.24	270	0.895
ECU07_0520-m1	ALPHAFOLD	5HKM	A	1.24	269	0.895
ECU07_0520-m1	ALPHAFOLD	3SC1	A	1.23	271	0.887
ECU07_0520-m1	ALPHAFOLD	3ION	A	1.23	269	0.899
ECU07_0520-m1	ALPHAFOLD	1UU8	A	1.18	270	0.887

### ECU07_0530
ECU07_0530-m1	RAPTORX	5KL8	A	3.09	227	0.409
ECU07_0530-m1	RAPTORX	4IMI	A	3.31	246	0.373
ECU07_0530-m1	RAPTORX	6NPW	A	3.30	245	0.368
ECU07_0530-m1	RAPTORX	4IMJ	A	3.26	244	0.368
ECU07_0530-m1	RAPTORX	4YGX	A	3.28	240	0.369

### ECU07_0540
ECU07_0540-m1	RAPTORX	5HCI	A	0.72	245	0.956
ECU07_0540-m1	RAPTORX	5HCI	D	0.74	245	0.953
ECU07_0540-m1	RAPTORX	5HCI	E	0.74	245	0.956
ECU07_0540-m1	RAPTORX	5HCI	B	0.87	245	0.943
ECU07_0540-m1	RAPTORX	5HCI	F	0.74	236	0.932
ECU07_0540-m1	ALPHAFOLD	5HCI	B	1.91	225	0.689
ECU07_0540-m1	ALPHAFOLD	5HCI	A	1.94	226	0.687
ECU07_0540-m1	ALPHAFOLD	5HCI	D	1.95	226	0.686
ECU07_0540-m1	ALPHAFOLD	5HCI	E	1.94	226	0.689
ECU07_0540-m1	ALPHAFOLD	5HCI	F	1.96	217	0.664

### ECU07_0550
ECU07_0550-m1	RAPTORX	3L0W	A	2.81	116	0.449
ECU07_0550-m1	RAPTORX	3L10	A	2.81	116	0.446
ECU07_0550-m1	RAPTORX	3L0X	A	2.77	115	0.440
