Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8SVJ7	Q8SVJ7_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0830	ECU05_0830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	186
Q8SVP1	Q8SVP1_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1680	ECU04_1680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	199
Q8SVS0	Q8SVS0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1320	ECU04_1320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	252
Q8SVU0	Q8SVU0_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0880	ECU04_0880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	192
Q8SW88	Q8SW88_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1510	ECU02_1510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	386
Q8SWG2	Q8SWG2_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0210	ECU02_0210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	195
Q8SWG9	Q8SWG9_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0130	ECU02_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	295
Q8SWI8	Q8SWI8_ENCCU	unreviewed	Similarity to DNA HELICASE RUVB	ECU01_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	383
Q8SWK2	Q8SWK2_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0990	ECU01_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1241
Q8SWM4	Q8SWM4_ENCCU	unreviewed	Similarity to THIOREDOXIN REDUCTASE	ECU01_0660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	101
Q8SWQ5	Q8SWQ5_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0230	ECU01_0230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	203
Q8SQJ2	Q8SQJ2_ENCCU	unreviewed	ALPHA ALPHA TREHALASE	ECU02_1370	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	659
Q8SQJ4	Q8SQJ4_ENCCU	unreviewed	NON MUSCLE MYOSIN HEAVY CHAIN (Isoform 2)	ECU09_1970	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1082
Q8SQL6	Q8SQL6_ENCCU	unreviewed	NON SENSE MEDIATED mRNA DECAY PROTEIN 3	ECU09_1380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	424
Q8SR07	Q8SR07_ENCCU	unreviewed	UBIQUITIN CONJUGATING ENZYME E2-20K	ECU10_1540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	151
Q8SR28	Q8SR28_ENCCU	unreviewed	ORIGIN RECOGNITION COMPLEX SUBUNIT 2	ECU10_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	255
Q8SR78	Q8SR78_ENCCU	unreviewed	DNA-DIRECTED RNA POLYMERASE III 34kDa SUBUNIT	ECU10_0210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	236
Q8SRD6	Q8SRD6_ENCCU	unreviewed	CONDENSIN-LIKE PROTEIN	ECU08_0610	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	726
Q8SRI7	Q8SRI7_ENCCU	unreviewed	ATP-DEPENDENT DNA HELICASE	ECU07_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	766
Q8SRP4	Q8SRP4_ENCCU	unreviewed	PROTEIN OF THE ERV1/ALR FAMILY	ECU06_1090	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	162
Q8SRU1	Q8SRU1_ENCCU	unreviewed	60S RIBOSOMAL PROTEIN L30	ECU05_1490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	108
Q8SRX2	Q8SRX2_ENCCU	unreviewed	SORTING NEXIN GRD19 HOMOLOG	ECU05_0840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	124
Q8SS00	Q8SS00_ENCCU	unreviewed	DNA MISMATCH REPAIR PROTEIN (MUTL/HEXB FAMILY)	ECU05_0300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	563
Q8SSA5	Q8SSA5_ENCCU	unreviewed	UBIQUITIN CARBOXY-TERMINAL HYDROLASE 14	ECU03_0660	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	578
Q8STM1	Q8STM1_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1670	ECU09_1670	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	873
Q8STQ0	Q8STQ0_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1260	ECU09_1260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	326
Q8SU04	Q8SU04_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1800	ECU11_1800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	217
Q8SU16	Q8SU16_ENCCU	unreviewed	Putative zinc finger protein	ECU11_1570	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	347
Q8SU36	Q8SU36_ENCCU	unreviewed	Similarity to HYPOTHETICAL ZINC FINGER PROTEIN (C3HC4 class) YQ57_CAEEL	ECU11_1130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	187
Q8SUA7	Q8SUA7_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1620	ECU10_1620	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	304
Q8SUB1	Q8SUB1_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1550	ECU10_1550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	101
Q8SUB5	Q8SUB5_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1500	ECU10_1500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	456
Q8SUE4	Q8SUE4_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0900	ECU10_0900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	730
Q8SUF4	Q8SUF4_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0730	ECU10_0730	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	266
Q8SUG5	Q8SUG5_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0450	ECU10_0450	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	608
Q8SUJ0	Q8SUJ0_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1890	ECU08_1890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	127
Q8SUN7	Q8SUN7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1200	ECU08_1200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	218
Q8SUZ9	Q8SUZ9_ENCCU	unreviewed	Similarity to 60S RIBOSOMAL PROTEIN L24	ECU07_0930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	113
Q8SV43	Q8SV43_ENCCU	unreviewed	Similarity to TRANSLOCASE TIM22/17	ECU07_0240	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	124
Q8SV69	Q8SV69_ENCCU	unreviewed	Putative uncharacterized protein ECU06_1510	ECU06_1510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	227
Q8SVB3	Q8SVB3_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0780	ECU06_0780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	591
Q8SVE7	Q8SVE7_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0160	ECU06_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	168
Q8SVL2	Q8SVL2_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0540	ECU05_0540	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	3436
Q8SVN3	Q8SVN3_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0130	ECU05_0130	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	124
Q8SVR1	Q8SVR1_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1430	ECU04_1430	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	336
Q8SVY7	Q8SVY7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0030	ECU04_0030	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	169
Q8SW55	Q8SW55_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0550	ECU03_0550	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	812
Q8SW99	Q8SW99_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1330	ECU02_1330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	105
Q8SWG4	Q8SWG4_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0190	ECU02_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	127
Q8SWK9	Q8SWK9_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0880	ECU01_0880	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	118
Q8SWL5	Q8SWL5_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0790	ECU01_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SWN6	Q8SWN6_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0490	ECU01_0490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	236
Q8SWQ3	Q8SWQ3_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0280	ECU01_0280	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8SUB2	Q8SUB2_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1530	ECU10_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	108
Q8SS10	Q8SS10_ENCCU	unreviewed	KINESIN-LIKE PROTEIN	ECU05_0060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	818
Q8SVT5	Q8SVT5_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0990	ECU04_0990	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	227
Q8SQR0	Q8SQR0_ENCCU	unreviewed	Putative NUCLEAR PROTEIN OF THE SMC FAMILY	ECU11_2000	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1025
Q8STN8	Q8STN8_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1460	ECU09_1460	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	301
Q8SUL8	Q8SUL8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1500	ECU08_1500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	215
Q8SUZ0	Q8SUZ0_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1050	ECU07_1050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	239
Q8SWA8	Q8SWA8_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1180	ECU02_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	218
Q8SRF7	Q8SRF7_ENCCU	unreviewed	VESICULAR TRANSPORT PROTEIN	ECU08_0170	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	475
Q8SS12	Q8SS12_ENCCU	unreviewed	REGULATOR OF CHROMOSOME CONDENSATION	ECU04_1500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8SS70	Q8SS70_ENCCU	unreviewed	SER/THR PROTEIN PHOSPHATASE 2A REGULATORY SUBUNIT BETA	ECU04_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	385
Q8STR5	Q8STR5_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1010	ECU09_1010	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	250
Q8SUK4	Q8SUK4_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1700	ECU08_1700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	260
Q8SUL6	Q8SUL6_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1530	ECU08_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	310
Q8SVC8	Q8SVC8_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0560	ECU06_0560	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	246
Q8SVR7	Q8SVR7_ENCCU	unreviewed	Putative uncharacterized protein ECU04_1350	ECU04_1350	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	256
Q8SW11	Q8SW11_ENCCU	unreviewed	Putative uncharacterized protein ECU03_1300	ECU03_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	165
Q8SW52	Q8SW52_ENCCU	unreviewed	Similarity to HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YIPA_yeast	ECU03_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	198
Q8SW73	Q8SW73_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0160	ECU03_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	285
Q8SWD1	Q8SWD1_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0840	ECU02_0840	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	389
Q8SWG3	Q8SWG3_ENCCU	unreviewed	Similarity to yeast gene INVOLVED IN PLASMID MAINTENACE	ECU02_0200	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	592
Q8SWL6	Q8SWL6_ENCCU	unreviewed	Putative uncharacterized protein ECU01_0770	ECU01_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	226
Q8SQQ9	Q8SQQ9_ENCCU	unreviewed	KINESIN-LIKE DNA-BINDING PROTEIN	ECU11_2020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	548
Q8SQU0	Q8SQU0_ENCCU	unreviewed	HSP 101 RELATED PROTEIN	ECU11_1420	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	851
Q8SR33	Q8SR33_ENCCU	unreviewed	PHOSPHOGLYCERATE MUTASE	ECU10_1060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	503
Q8STU6	Q8STU6_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0590	ECU09_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	531
Q8STV3	Q8STV3_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0510	ECU09_0510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	114
Q8SUG2	Q8SUG2_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0490	ECU10_0490	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	259
Q8SUT7	Q8SUT7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0180	ECU08_0180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	276
Q8SUX8	Q8SUX8_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1210	ECU07_1210	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	114
Q8SWA0	Q8SWA0_ENCCU	unreviewed	Similarity to RAD4 protein	ECU02_1320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	553
Q8SQW8	Q8SQW8_ENCCU	unreviewed	CDP DIACYLGLYCEROL SERINE O-PHOSPHATIDYLTRANSFERASE	ECU11_0850	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	366
Q8SSJ8	Q8SSJ8_ENCCU	unreviewed	ZINC FINGER PROTEIN	ECU01_1190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	375
Q8STP0	Q8STP0_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1410	ECU09_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	335
Q8SU74	Q8SU74_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0390	ECU11_0390	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	690
Q8SUE1	Q8SUE1_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0960	ECU10_0960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	170
Q8SUG1	Q8SUG1_ENCCU	unreviewed	Putative uncharacterized protein ECU10_0500	ECU10_0500	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1068
Q8SUW6	Q8SUW6_ENCCU	unreviewed	Putative uncharacterized protein ECU07_1440	ECU07_1440	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	1562
Q8SV49	Q8SV49_ENCCU	unreviewed	Putative uncharacterized protein ECU07_0150	ECU07_0150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	294
Q8SVI8	Q8SVI8_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1050	ECU05_1050	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	413
Q8SW37	Q8SW37_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0860	ECU03_0860	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	118
Q8SWH8	Q8SWH8_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0040	ECU02_0040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	123
Q8SVH8	Q8SVH8_ENCCU	unreviewed	Similarity to HYPOTHETICAL TRANSMEMBRANE PROTEIN YSV4_CAEEL	ECU05_1180	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	195
Q8SW87	Q8SW87_ENCCU	unreviewed	Putative uncharacterized protein ECU02_1530	ECU02_1530	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	703
Q8SQX6	Q8SQX6_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S20	ECU11_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	120
Q8SRN9	Q8SRN9_ENCCU	unreviewed	Putative GTP-BINDING PROTEIN	ECU06_1190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	369
Q8SRY2	Q8SRY2_ENCCU	unreviewed	SER/THR PROTEIN KINASE	ECU05_0630	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	694
Q8SU26	Q8SU26_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1300	ECU11_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8SU97	Q8SU97_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1800	ECU10_1800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	336
Q8SUD7	Q8SUD7_ENCCU	unreviewed	Putative uncharacterized protein ECU10_1020	ECU10_1020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	219
Q8SUQ8	Q8SUQ8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0810	ECU08_0810	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	434
Q8SVJ9	Q8SVJ9_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0790	ECU05_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	265
Q8SVM2	Q8SVM2_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0380	ECU05_0380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	218
Q8SWH0	Q8SWH0_ENCCU	unreviewed	Putative uncharacterized protein ECU02_0120	ECU02_0120	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	613
Q8SWJ0	Q8SWJ0_ENCCU	unreviewed	Similarity to CYCLIN K (C-TYPE)	ECU01_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	195
Q8SQN4	Q8SQN4_ENCCU	unreviewed	RIBONUCLEASE PH-LIKE PROTEIN	ECU09_0830	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	209
Q8SQZ3	Q8SQZ3_ENCCU	unreviewed	TRANSCRIPTIONAL REGULATOR-LIKE PROTEIN	ECU11_0190	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	891
Q8STZ9	Q8STZ9_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1900	ECU11_1900	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	998
Q8SU22	Q8SU22_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1410	ECU11_1410	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	280
Q8SUT8	Q8SUT8_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0140	ECU08_0140	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	225
Q8SUU5	Q8SUU5_ENCCU	unreviewed	Hypotheticalprotein v26.11	ECU07_1780	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	168
Q8SVA7	Q8SVA7_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0890	ECU06_0890	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	192
Q8SVS1	Q8SVS1_ENCCU	unreviewed	RNA-binding domain	ECU04_1300	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	301
Q8SVX3	Q8SVX3_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0320	ECU04_0320	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	607
Q8SS53	Q8SS53_ENCCU	unreviewed	40S RIBOSOMAL PROTEIN S11	ECU04_0640	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	156
Q8SVV5	Q8SVV5_ENCCU	unreviewed	Putative uncharacterized protein ECU04_0590	ECU04_0590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	175
Q8SR77	Q8SR77_ENCCU	unreviewed	TRANSLATION INITIATION FACTOR IF3 SUBUNIT 2	ECU10_0220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	357
Q8SUR2	Q8SUR2_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0720	ECU08_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	353
Q8SW38	Q8SW38_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0850	ECU03_0850	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	531
Q8SQR7	Q8SQR7_ENCCU	unreviewed	SUGAR PERMEASE (MALTOSE-RELATED PERMEASE)	ECU11_1870	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	467
Q8SRG8	Q8SRG8_ENCCU	unreviewed	N-TERMINAL ACYLTRANSFERASE COMPLEX (ARD) SUBUNIT	ECU07_1680	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	181
Q8SRL9	Q8SRL9_ENCCU	unreviewed	TRANSCRIPTION INITIATION FACTOR TFIIE ALPHA SUBUNIT	ECU07_0220	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	291
Q8SRS1	Q8SRS1_ENCCU	unreviewed	ZINC METALLOPEPTIDASE	ECU06_0380	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	553
Q8SRZ1	Q8SRZ1_ENCCU	unreviewed	DEVELOPMENTALLY REGULATED GTP-BINDING PROTEIN (GTP1/OBG FAMILY)	ECU05_0410i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	362
Q8STT7	Q8STT7_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0700	ECU09_0700	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	384
Q8STU7	Q8STU7_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0580	ECU09_0580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	542
Q8SU62	Q8SU62_ENCCU	unreviewed	Putative uncharacterized protein ECU11_0580	ECU11_0580	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	118
Q8SUN4	Q8SUN4_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1230	ECU08_1230	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	446
Q8SUS4	Q8SUS4_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0480	ECU08_0480	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	223
Q8SS74	Q8SS74_ENCCU	unreviewed	ANKYRIN REPEAT-CONTAINING PROTEIN	ECU03_1590	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	450
Q8SUL7	Q8SUL7_ENCCU	unreviewed	Putative uncharacterized protein ECU08_1510	ECU08_1510	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	151
Q8SVF1	Q8SVF1_ENCCU	unreviewed	Putative uncharacterized protein ECU06_0110	ECU06_0110	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	152
Q8SVI1	Q8SVI1_ENCCU	unreviewed	Putative uncharacterized protein ECU05_1150	ECU05_1150	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	969
Q8SVM4	Q8SVM4_ENCCU	unreviewed	Putative uncharacterized protein ECU05_0330	ECU05_0330	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	405
Q8SW81	Q8SW81_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0060	ECU03_0060	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	123
Q8SQK2	Q8SQK2_ENCCU	unreviewed	DNA REPLICATION HELICASE	ECU09_1800	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	934
Q8SRJ9	Q8SRJ9_ENCCU	unreviewed	PROTEIN INVOLVED IN ER TRANSLOCATION	ECU07_0770	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	505
Q8SRX8	Q8SRX8_ENCCU	unreviewed	SPLICING FACTOR U2AF 59kDa SUBUNIT (U2 snRNP AUXILIARY FACTOR LARGE SUBUNIT)	ECU05_0720	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	377
Q8STK7	Q8STK7_ENCCU	unreviewed	Putative uncharacterized protein ECU09_1930	ECU09_1930	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	440
Q8STX9	Q8STX9_ENCCU	unreviewed	Putative uncharacterized protein ECU09_0160	ECU09_0160	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	838
Q8SUI4	Q8SUI4_ENCCU	unreviewed	Putative uncharacterized protein ECU08_2020	ECU08_2020	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	261
Q8SUQ9	Q8SUQ9_ENCCU	unreviewed	Putative uncharacterized protein ECU08_0790	ECU08_0790	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	284
Q8SW26	Q8SW26_ENCCU	unreviewed	Similarity to yeast TFC5	ECU03_1040	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	176
Q8SW67	Q8SW67_ENCCU	unreviewed	Putative uncharacterized protein ECU03_0260	ECU03_0260	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	145
Q8SRD7	Q8SRD7_ENCCU	unreviewed	60S ribosomal protein L20	ECU08_0600i	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	173
Q8STZ6	Q8STZ6_ENCCU	unreviewed	Putative uncharacterized protein ECU11_1960	ECU11_1960	Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite)	329
